country,decile,0
FI,8,0.7288555532040284
FI,9,0.7932994299914289
FI,10,0.7984480125853184
FR,1,0.593356330479362
FR,2,0.6303989678929643
FR,3,0.6798349156459277
FR,4,0.6987647004432714
FR,5,0.6923651512470742
FR,6,0.6814832080098613
FR,7,0.7279697223333429
FR,8,0.7200165376206904
FR,9,0.7788167597520673
FR,10,0.7789307305203952
HR,1,0.5425325330518876
HR,2,0.5566726609913634
HR,3,0.5848491643164988
HR,4,0.5657996335596117
HR,5,0.5978649235298726
HR,6,0.5939484380114866
HR,7,0.5838424688585774
HR,8,0.598027994744081
HR,9,0.608530787371138
HR,10,0.6109115370186528
HU,1,0.5836116290907951
HU,2,0.5999925328034273
HU,3,0.6774664876466339
HU,4,0.6758149638338388
HU,5,0.652396766810161
HU,6,0.6559665775587106
HU,7,0.6501838951130794
HU,8,0.6526977632199114
HU,9,0.676225114341091
HU,10,0.6737702011939927
IE,1,0.7799635218541593
IE,2,0.7907378312630249
IE,3,0.7645447804197887
IE,4,0.768060174324588
IE,5,0.7607179234581801
IE,6,0.7649134162907412
IE,7,0.7130919300654779
IE,8,0.7102219410056793
IE,9,0.71599731424727
IE,10,0.6658929683637359
IS,1,0.7451792118050383
IS,2,0.750638378065548
IS,3,0.7727391786350281
IS,4,0.7585502636064212
IS,5,0.7579753497297983
IS,6,0.7585147224549285
IS,7,0.7325224250844655
IS,8,0.7391467929365746
IS,9,0.773984150870318
IS,10,0.7625804578245392
IT,1,0.6039873471600788
IT,2,0.6289717825874871
IT,3,0.6558430898461427
IT,4,0.6641182685330957
IT,5,0.6382167834402755
IT,6,0.6237168672209854
IT,7,0.6095581652550955
IT,8,0.5845023761929241
IT,9,0.6265652324453416
IT,10,0.5322732836693921
LT,1,0.6190291691959785
LT,2,0.6268851643255676
LT,3,0.6487868907257208
LT,4,0.6443132148717667
LT,5,0.6239370074008723
LT,6,0.6327993968565712
LT,7,0.5814624694018522
LT,8,0.5850204961201553
LT,9,0.6832262379807287
LT,10,0.7080992939860806
LU,1,0.7038107478704327
LU,2,0.7640793180144144
LU,3,0.7508820416492549
LU,4,0.7847206962721267
LU,5,0.8066855759273343
LU,6,0.7934429243915129
LU,7,0.7806065237167908
LU,8,0.7783569378990748
LU,9,0.7692341354445563
LU,10,0.7740547325063718
LV,1,0.5611736504826577
LV,2,0.5658242657996609
LV,3,0.6218589430203735
LV,4,0.611927226865062
LV,5,0.5975627191758849
LV,6,0.6032784266202736
LV,7,0.6008670231219757
LV,8,0.5949354003818237
LV,9,0.645182820871194
LV,10,0.6430231355818699
MT,1,0.7733161638667785
MT,2,0.7750970808839519
MT,3,0.7845624035966416
MT,4,0.7846918386823908
MT,5,0.7520778869353687
MT,6,0.752354477059248
MT,7,0.7316775078288664
MT,8,0.7282173367987285
MT,9,0.6916501626604287
MT,10,0.6917422698545314
NL,1,0.6110313124232017
NL,2,0.5931777471386099
NL,3,0.6649103402542559
NL,4,0.6944701536659957
NL,5,0.7073402638697908
NL,6,0.7082255512491495
NL,7,0.7401996306725123
NL,8,0.7397331747643805
NL,9,0.7432090253756348
NL,10,0.6933081868528538
NO,1,0.7871483634329971
NO,2,0.7940622149882155
NO,3,0.8227227863672193
NO,4,0.8351263404344078
NO,5,0.8467426088899042
NO,6,0.8427480347211161
NO,7,0.8276294576645277
NO,8,0.8330805271621006
NO,9,0.8244564217433434
NO,10,0.8226523699389763
PL,1,0.6255491204272844
PL,2,0.6349905887469194
PL,3,0.6612626279347636
PL,4,0.6410139662835501
PL,5,0.6505218066798275
PL,6,0.6440998907510117
PL,7,0.6280634224542457
PL,8,0.6314190851628998
PL,9,0.6565102126522405
PL,10,0.6358995469558839
PT,1,0.5259890192535057
PT,2,0.5396929584433632
PT,3,0.5640475536871712
PT,4,0.5804429048267346
PT,5,0.5654058885702354
PT,6,0.5384037004485281
PT,7,0.5759513163688309
PT,8,0.5418950393425976
PT,9,0.5946530371438824
PT,10,0.6209361250702047
RO,1,0.5848587769432209
RO,2,0.6102680455302403
RO,3,0.6742294909584463
RO,4,0.6698664833724078
RO,5,0.6493541005899115
RO,6,0.63680051801195
RO,7,0.6009128735444673
RO,8,0.6073110388315884
RO,9,0.6363513360831508
RO,10,0.6012715290564662
RS,1,0.2968440540560613
RS,2,0.31745961854563115
RS,3,0.3506151274061265
RS,4,0.36331989865035097
RS,5,0.3423760085206661
RS,6,0.37107398492823873
RS,7,0.329905961743534
RS,8,0.3499451881002329
RS,9,0.38858054909267514
RS,10,0.34308191317951126
SE,1,0.7450605421373442
SE,2,0.7593263844193554
SE,3,0.7163518295362449
SE,4,0.7358526066328506
SE,5,0.7341427850682999
SE,6,0.7316455204207805
SE,7,0.7227734885625943
SE,8,0.7291312273360273
SE,9,0.7971627297148765
SE,10,0.8020141853912591
SI,1,0.6431187579107979
SI,2,0.6675103953544607
SI,3,0.707461076466366
SI,4,0.7090883083186197
SI,5,0.7148797775347544
SI,6,0.72152719278287
SI,7,0.6966117250613457
SI,8,0.6996788411426034
SI,9,0.6866909859155428
SI,10,0.6890645055976506
SK,1,0.5909122053750192
SK,2,0.6406373013122051
SK,3,0.7039733922843197
SK,4,0.7118607329577503
SK,5,0.6655509130643975
SK,6,0.6718272033874129
SK,7,0.6235748031428446
SK,8,0.6056407501332403
SK,9,0.6807659374019299
SK,10,0.6521975502255722
UK,1,0.7084683648169634
UK,2,0.7107807671780705
UK,3,0.7378679541145545
UK,4,0.7433402639341541
UK,5,0.7486301902664492
UK,6,0.7534519065931826
UK,7,0.716577597122083
UK,8,0.722851584925879
UK,9,0.7565191655059773
UK,10,0.7593674965283516
